1144,νεφελων
1175,οιμον
719,επιφερει
1703,τοιαυτα
1546,σημειον
1028,λεκτον
699,επικουροις
831,ηφαιστοτευκτον
1438,πολλοις
1299,παραθεσις
1074,μεμνηται
319,βαρειαν
687,επεται
1812,φονον
1199,ομοιωματικω
823,ηπερ
185,αναγνωσιν
1662,ταρταρον
420,δεξαιτο
1437,πολλας
1090,μεταχειριζεται
1370,περιβολαιω
525,εγκρινει
365,γεννηθεισαν
1704,τοιαυται
638,ενεκεν
1663,ταρταρος
263,απτον
422,δεοντως
1266,οχλω
242,απεκυλησε
183,αναγκαιον
1823,φυλαξαιτο
1646,σφαιρικως
1015,λεγομενα
224,αντικρυς
1373,περιειλησας
692,επιβουλης
551,ειπερ
694,επιεικες
177,αμαρτημα
676,επεισαγειν
1168,οιδα
637,ενεκα
730,ερμηνειας
1039,λιπαρα
1085,μεταστησας
523,εγκλιτικος
1050,λυει
1276,πανοπλιαν
1285,παραβαλλει
802,ηθετηκεν
1356,πειθεσθαι
77,perspersfbjNemesis
1466,προκειμενον
172,αλλων
685,επεπληρωτο
103,αγνισθεις
844,θεους
526,εγραφεν
1036,ληγει
59,perspersePindar
773,εφαμεν
1171,οικειοτερον
1739,τριτωνι
211,ανεγνω
358,γενεσθαι
1814,φρασις
1058,μαχεσθαι
414,δεινοεπες
1669,ταφρον
116,αθετειται
366,γεννηθηναι
1625,συνηθες
1102,μηκων
279,ασητα
1388,πεση
962,κεραυνος
79,perspersfheTheia
1570,στιχου
1745,τρωσαι
860,ιδειν
1574,στομασιν
1864,ψυχρον
1117,μοναρχιαν
889,ιστοριαν
1859,ψυχαι
485,διωκομενους
1636,συντελικω
1338,παρνασσου
732,ερωτησει
502,δυναιτο
528,εγραψαμεν
1861,ψυχας
918,καμπτειν
535,εζητηται
46,perspersbhThyestes
839,θεοι
152,ακοντιστης
1075,μενειν
250,αποβεβλησθαι
1342,παρωχημενου
448,διαλεγεται
1725,τοσουτον
610,ελλειπει
1873,ωρισμενον
1526,ριγουν
438,δημωδη
1185,ολον
1769,υποθεσιν
436,δηλωτικον
454,διανοιαν
154,ακουσας
707,επισκωπτεσθαι
206,ανδρα
1504,πρωτω
1052,μακεδονιας
1807,φθεγγεσθαι
686,επεσιν
1374,περικεχυμενου
1724,τοπων
500,δυικου
1245,ουδετερου
716,επιφανειαν
40,perspersbagAutomedon
828,ητοιμαζε
245,απεχει
1604,συναπτειν
1848,χρονου
1138,ναυς
1095,μετοχη
1155,νομισας
1111,μιγνυται
595,εκτασεως
1251,ουρανον
937,καταστημα
1341,παρουσια
616,εμβαλλομενας
325,βασιλευοντος
660,εξηγειται
1753,υδατων
1621,συνελαυνομενων
1221,οπλων
672,επαναληψεως
145,ακαιρος
558,ειρηται
444,διακενος
1278,παντας
1497,προφερεται
342,βραδυτητι
1845,χρηται
1819,φροντιδος
762,ευκαστον
1521,ρηματος
457,διαπορητικος
460,διαστελουμεν
1539,σημαινει
970,κινεισθαι
1670,ταφρος
351,γεγονυιας
821,ηνιοχω
1808,φθειρου
1672,ταχα
158,ακριβολογειν
1661,ταρταριζειν
896,ισως
1610,συναρμοζοντος
1056,μανθανει
1236,ορω
587,εκεινοις
1070,μειζονος
786,εχρωντο
92,taratus
936,καταστειλαι
1548,σημειωτεον
1357,πειραν
1678,τεινομενα
118,αθετουμενα
1091,μετενηνεκται
162,αληθες
1147,νεων
1004,κωλυεται
1255,ουρανωθεν
1045,λογος
537,εθος
494,δρακοντος
1580,συγκρισιν
1001,κυριον
1635,συντεθειται
93,the
1274,παμφανοωντα
1336,παριδιους
304,αφροδισια
18,perspersaafHera
1157,νοουσι
